choco_id,segment,top_dist,top_pattern,split
robbie-williams_11,0,7.876763339940866,16,3
robbie-williams_11,1,5.1662031679381135,62,3
robbie-williams_11,2,4.99464636096549,35,3
robbie-williams_11,3,4.8134645673878405,82,3
robbie-williams_11,-1,4.8134645673878405,82,3
robbie-williams_11,-2,5.712769359058077,4,3
robbie-williams_10,0,4.24358647364869,16,3
robbie-williams_10,1,11.929477175622974,18,3
robbie-williams_10,2,9.293519279289754,85,3
robbie-williams_10,3,8.455450858890407,85,3
robbie-williams_10,4,10.146137893298201,11,3
robbie-williams_10,5,9.685543366134148,72,3
robbie-williams_10,6,6.743760052321091,55,3
robbie-williams_10,-1,4.24358647364869,16,3
robbie-williams_10,-2,8.64249644274361,6,3
schubert-winterreise-audio_1,0,8.009061455522454,83,3
schubert-winterreise-audio_1,1,9.62782456971995,50,3
schubert-winterreise-audio_1,2,11.884138951589621,32,3
schubert-winterreise-audio_1,-1,8.009061455522454,83,3
schubert-winterreise-audio_1,-2,9.840341658944007,3,3
schubert-winterreise-audio_0,0,13.990101817727863,75,3
schubert-winterreise-audio_0,1,11.01056135515027,18,3
schubert-winterreise-audio_0,2,11.687010177823568,11,3
schubert-winterreise-audio_0,3,10.26083719897072,16,3
schubert-winterreise-audio_0,4,9.996119936910691,11,3
schubert-winterreise-audio_0,-1,9.996119936910691,11,3
schubert-winterreise-audio_0,-2,11.388926097316622,4,3
uspop2002_11,0,3.4111797729699944,2,3
uspop2002_11,1,3.2873663692475676,0,3
uspop2002_11,2,6.327962029617112,41,3
uspop2002_11,3,9.209075681675147,11,3
uspop2002_11,4,8.53523159375868,59,3
uspop2002_11,5,5.102749253152352,44,3
uspop2002_11,6,9.063473491114646,32,3
uspop2002_11,7,10.239202137094495,41,3
uspop2002_11,-1,3.2873663692475676,0,3
uspop2002_11,-2,6.897030041078749,7,3
casd_15,0,8.35508062055545,5,3
casd_15,1,17.925396991774626,75,3
casd_15,2,8.149301670511623,16,3
casd_15,3,13.757756432971366,75,3
casd_15,4,11.677340680760926,75,3
casd_15,5,15.063490285976867,61,3
casd_15,6,12.367970985655706,79,3
casd_15,-1,8.149301670511623,16,3
casd_15,-2,12.470905381172363,5,3
schubert-winterreise-audio_5,0,15.161830164455427,79,3
schubert-winterreise-audio_5,1,6.5727656670289285,16,3
schubert-winterreise-audio_5,2,5.702988556713256,43,3
schubert-winterreise-audio_5,3,10.578510062793939,11,3
schubert-winterreise-audio_5,4,5.829549761016815,62,3
schubert-winterreise-audio_5,5,4.0399314812710685,56,3
schubert-winterreise-audio_5,-1,4.0399314812710685,56,3
schubert-winterreise-audio_5,-2,7.980929282213239,6,3
casd_16,0,23.055560251309878,75,3
casd_16,1,22.394228862048426,38,3
casd_16,2,11.254540634736271,6,3
casd_16,3,17.301661855805968,75,3
casd_16,4,18.460912526737605,11,3
casd_16,5,18.035043177156613,75,3
casd_16,6,16.060666422826387,11,3
casd_16,7,7.900616330809815,79,3
casd_16,8,10.961680634399045,16,3
casd_16,-1,7.900616330809815,79,3
casd_16,-2,16.15832341064778,6,3
isophonics_199,0,3.7652977705398514,18,3
isophonics_199,1,4.0010031441295,26,3
isophonics_199,2,4.008314782543555,18,3
isophonics_199,3,12.503602334672937,43,3
isophonics_199,-1,3.7652977705398514,18,3
isophonics_199,-2,6.069554507971461,3,3
schubert-winterreise-audio_11,0,6.623225986877252,83,3
schubert-winterreise-audio_11,1,6.428815370114486,50,3
schubert-winterreise-audio_11,2,3.4543911292327283,80,3
schubert-winterreise-audio_11,3,11.32215268834582,87,3
schubert-winterreise-audio_11,-1,3.4543911292327283,80,3
schubert-winterreise-audio_11,-2,6.957146293642571,4,3
schubert-winterreise-audio_10,0,10.191390831814932,16,3
schubert-winterreise-audio_10,1,11.91394281057689,11,3
schubert-winterreise-audio_10,2,5.887419829375568,26,3
schubert-winterreise-audio_10,-1,5.887419829375568,26,3
schubert-winterreise-audio_10,-2,9.330917823922462,3,3
isophonics_198,0,10.337252974013532,28,3
isophonics_198,1,10.867800895945411,49,3
isophonics_198,2,10.552977725849855,18,3
isophonics_198,3,7.187091248781492,18,3
isophonics_198,-1,7.187091248781492,18,3
isophonics_198,-2,9.736280711147574,3,3
casd_17,0,8.955166438727053,11,3
casd_17,1,14.93471723316918,44,3
casd_17,2,12.906171499805891,6,3
casd_17,3,10.526056226851733,28,3
casd_17,4,10.92917149358846,28,3
casd_17,5,14.127624502317364,83,3
casd_17,6,12.046802310063068,11,3
casd_17,7,11.997113703620471,6,3
casd_17,-1,8.955166438727053,11,3
casd_17,-2,12.052852926017902,5,3
jaah_88,0,17.02869683952118,13,3
jaah_88,1,10.103198184500352,11,3
jaah_88,2,10.873297425732556,6,3
jaah_88,3,11.35082641944105,16,3
jaah_88,4,11.552367455066719,85,3
jaah_88,5,5.703509777427651,62,3
jaah_88,-1,5.703509777427651,62,3
jaah_88,-2,11.101982683614919,6,3
uspop2002_109,0,5.748313095880901,16,3
uspop2002_109,1,7.113965264435229,87,3
uspop2002_109,2,3.539441433323719,80,3
uspop2002_109,3,4.413894125999075,55,3
uspop2002_109,4,4.049412399939036,10,3
uspop2002_109,5,5.786120586261871,62,3
uspop2002_109,6,1.5419230700214728,84,3
uspop2002_109,7,3.429257900814295,55,3
uspop2002_109,-1,1.5419230700214728,84,3
uspop2002_109,-2,4.45279098458445,7,3
rwc-pop_12,0,6.832482570319646,86,3
rwc-pop_12,1,11.16055405014921,43,3
rwc-pop_12,2,11.799164101068682,11,3
rwc-pop_12,3,12.864726544339831,55,3
rwc-pop_12,-1,6.832482570319646,86,3
rwc-pop_12,-2,10.664231816469343,4,3
schubert-winterreise-audio_119,0,3.6506966741837865,73,3
schubert-winterreise-audio_119,1,3.5753732249904475,18,3
schubert-winterreise-audio_119,2,4.671523009628518,60,3
schubert-winterreise-audio_119,3,3.190074529748603,20,3
schubert-winterreise-audio_119,4,4.6917464910992335,18,3
schubert-winterreise-audio_119,-1,3.190074529748603,20,3
schubert-winterreise-audio_119,-2,3.955882785930118,4,3
schubert-winterreise-audio_118,0,7.188869551057139,16,3
schubert-winterreise-audio_118,1,4.4333483828221825,18,3
schubert-winterreise-audio_118,2,11.136863405647587,85,3
schubert-winterreise-audio_118,3,6.306457253605837,55,3
schubert-winterreise-audio_118,-1,4.4333483828221825,18,3
schubert-winterreise-audio_118,-2,7.266384648283186,4,3
rwc-pop_13,0,9.891969983505707,87,3
rwc-pop_13,1,8.8460374248182,37,3
rwc-pop_13,2,6.592860874198685,14,3
rwc-pop_13,3,8.721479764046522,82,3
rwc-pop_13,4,6.883457396633783,62,3
rwc-pop_13,5,2.899013731997753,87,3
rwc-pop_13,6,8.116662007273016,86,3
rwc-pop_13,-1,2.899013731997753,87,3
rwc-pop_13,-2,7.421640168924809,6,3
uspop2002_108,0,5.040619783343895,44,3
uspop2002_108,1,4.27739127271297,55,3
uspop2002_108,2,5.44500119834151,62,3
uspop2002_108,3,4.193413951752095,26,3
uspop2002_108,4,4.751055956223599,14,3
uspop2002_108,5,5.669085072990507,55,3
uspop2002_108,6,4.128257370605037,55,3
uspop2002_108,7,3.4437470259983574,63,3
uspop2002_108,8,4.402227573625432,82,3
uspop2002_108,-1,3.4437470259983574,63,3
uspop2002_108,-2,4.594533245065933,7,3
billboard_103,0,0.0,27,3
billboard_103,1,10.605564689262017,30,3
billboard_103,2,9.489104459762041,6,3
billboard_103,3,11.30495561261041,16,3
billboard_103,4,9.511367502714863,11,3
billboard_103,5,12.776734578610881,72,3
billboard_103,6,11.314102613765513,16,3
billboard_103,7,7.193127417555204,6,3
billboard_103,-1,0.0,27,3
billboard_103,-2,9.024369609285117,6,3
robbie-williams_3,0,6.979096528004591,28,3
robbie-williams_3,1,7.595468484446265,43,3
robbie-williams_3,2,4.673431623456162,26,3
robbie-williams_3,3,9.152460797210273,43,3
robbie-williams_3,4,13.31473261606618,49,3
robbie-williams_3,5,9.972912182900629,32,3
robbie-williams_3,-1,4.673431623456162,26,3
robbie-williams_3,-2,8.61468370534735,5,3
robbie-williams_1,0,3.903259408127318,31,3
robbie-williams_1,1,7.215594487288908,62,3
robbie-williams_1,2,10.849020624631248,85,3
robbie-williams_1,3,7.740284846986262,35,3
robbie-williams_1,4,4.775239595933709,34,3
robbie-williams_1,5,7.297809682317987,86,3
robbie-williams_1,6,4.233557407597598,86,3
robbie-williams_1,-1,3.903259408127318,31,3
robbie-williams_1,-2,6.573538007554719,6,3
uspop2002_67,0,7.629422364266265,16,3
uspop2002_67,1,5.187535367270521,63,3
uspop2002_67,2,8.321372708720098,43,3
uspop2002_67,3,5.520607809167367,35,3
uspop2002_67,-1,5.187535367270521,63,3
uspop2002_67,-2,6.664734562356062,4,3
rwc-pop_11,0,7.35285703246252,16,3
rwc-pop_11,1,6.932642633817801,55,3
rwc-pop_11,2,7.464183204850797,14,3
rwc-pop_11,3,8.931217545720699,20,3
rwc-pop_11,4,7.636198916229747,62,3
rwc-pop_11,5,11.354243550812935,11,3
rwc-pop_11,6,11.488879491140553,13,3
rwc-pop_11,-1,6.932642633817801,55,3
rwc-pop_11,-2,8.737174625005007,7,3
jaah_109,0,21.913874494544856,75,3
jaah_109,1,12.96615919173807,38,3
jaah_109,2,17.37641943662659,79,3
jaah_109,3,15.084147642708075,79,3
jaah_109,4,16.062184080368066,79,3
jaah_109,-1,12.96615919173807,38,3
jaah_109,-2,16.680556969197134,3,3
billboard_12,0,15.91024356125195,61,3
billboard_12,1,15.025543055548768,32,3
billboard_12,2,13.797563933944863,34,3
billboard_12,3,15.578843240696418,9,3
billboard_12,4,14.239698907289911,32,3
billboard_12,5,14.076168710441186,41,3
billboard_12,6,15.895626048297087,6,3
billboard_12,7,17.28871089398348,61,3
billboard_12,-1,13.797563933944863,34,3
billboard_12,-2,15.226549793931708,6,3
billboard_104,0,25.29907317370098,11,3
billboard_104,1,24.173139346678994,11,3
billboard_104,2,15.656596471764448,11,3
billboard_104,3,19.166195344805477,11,3
billboard_104,-1,15.656596471764448,11,3
billboard_104,-2,21.073751084237472,1,3
billboard_312,0,3.706936647738244,58,3
billboard_312,1,12.730397488453795,11,3
billboard_312,2,7.930865815297945,85,3
billboard_312,3,9.606976384053283,11,3
billboard_312,4,7.805052633466171,22,3
billboard_312,-1,3.706936647738244,58,3
billboard_312,-2,8.356045793801886,4,3
rwc-pop_14,0,11.224495465463969,43,3
rwc-pop_14,1,10.337497402973334,82,3
rwc-pop_14,2,6.547117255094943,21,3
rwc-pop_14,-1,6.547117255094943,21,3
rwc-pop_14,-2,9.369703374510747,3,3
rwc-pop_15,0,10.25398330420202,38,3
rwc-pop_15,1,8.03918021625005,11,3
rwc-pop_15,2,7.970535066787661,8,3
rwc-pop_15,3,13.688601974600077,72,3
rwc-pop_15,4,4.2132512773157265,63,3
rwc-pop_15,5,11.28761382762194,13,3
rwc-pop_15,6,7.786444362769606,62,3
rwc-pop_15,7,8.604674779550422,13,3
rwc-pop_15,8,15.031249652366625,18,3
rwc-pop_15,-1,4.2132512773157265,63,3
rwc-pop_15,-2,9.652837162384904,8,3
billboard_887,0,14.806590989892772,16,3
billboard_887,1,13.901759527297816,16,3
billboard_887,2,14.937901582420734,11,3
billboard_887,-1,13.901759527297816,16,3
billboard_887,-2,14.54875069987044,2,3
jaah_99,0,19.5148804469436,11,3
jaah_99,1,16.903235834847315,49,3
jaah_99,2,14.617192164627426,43,3
jaah_99,-1,14.617192164627426,43,3
jaah_99,-2,17.011769482139446,3,3
billboard_311,0,13.797714746418823,75,3
billboard_311,1,11.300339876824415,11,3
billboard_311,2,18.374360464333073,75,3
billboard_311,3,10.343563141114437,49,3
billboard_311,4,12.935355599853033,75,3
billboard_311,-1,10.343563141114437,49,3
billboard_311,-2,13.350266765708756,3,3
casd_49,0,10.27892803138708,5,3
casd_49,1,9.005349183236012,27,3
casd_49,2,6.125131947910209,27,3
casd_49,3,9.005349183236012,27,3
casd_49,4,6.125131947910209,27,3
casd_49,5,13.310869651972242,83,3
casd_49,-1,6.125131947910209,27,3
casd_49,-2,8.975126657608627,3,3
rwc-pop_16,0,10.582317043404736,41,3
rwc-pop_16,1,10.1280153244066,18,3
rwc-pop_16,-1,10.1280153244066,18,3
rwc-pop_16,-2,10.355166183905668,2,3
casd_48,0,12.012379662686454,2,3
casd_48,1,12.09526690774371,2,3
casd_48,2,11.251608419834646,6,3
casd_48,3,10.724858607562131,2,3
casd_48,-1,10.724858607562131,2,3
casd_48,-2,11.521028399456736,2,3
jaah_98,0,5.407062585416964,62,3
jaah_98,1,8.57844823254637,55,3
jaah_98,2,12.89692051842231,6,3
jaah_98,-1,5.407062585416964,62,3
jaah_98,-2,8.960810445461881,3,3
robbie-williams_6,0,4.853624361355284,75,3
robbie-williams_6,1,11.377573012622268,72,3
robbie-williams_6,-1,4.853624361355284,75,3
robbie-williams_6,-2,8.115598686988776,2,3
schubert-winterreise-audio_110,0,9.018081980994268,60,3
schubert-winterreise-audio_110,1,8.717473943864148,43,3
schubert-winterreise-audio_110,2,6.815733354913421,62,3
schubert-winterreise-audio_110,-1,6.815733354913421,62,3
schubert-winterreise-audio_110,-2,8.183763093257278,3,3
schubert-winterreise-audio_111,0,9.13739425879531,32,3
schubert-winterreise-audio_111,1,5.789767101668051,16,3
schubert-winterreise-audio_111,2,10.274589136616516,28,3
schubert-winterreise-audio_111,-1,5.789767101668051,16,3
schubert-winterreise-audio_111,-2,8.400583499026625,3,3
uspop2002_44,0,7.267727107749915,13,3
uspop2002_44,1,5.556755056133423,18,3
uspop2002_44,2,12.995986300725944,86,3
uspop2002_44,3,7.58179730777414,18,3
uspop2002_44,4,2.445177738652726,26,3
uspop2002_44,5,3.194730351908137,60,3
uspop2002_44,-1,2.445177738652726,26,3
uspop2002_44,-2,6.50702897715738,5,3
billboard_888,0,6.808816939042623,49,3
billboard_888,1,7.313719130159679,18,3
billboard_888,2,12.898453206677589,49,3
billboard_888,3,10.575024982893554,16,3
billboard_888,4,7.892767501625814,49,3
billboard_888,5,12.812421514506863,73,3
billboard_888,6,7.581130746842015,6,3
billboard_888,7,15.478226815458314,75,3
billboard_888,8,6.319782842187998,1,3
billboard_888,-1,6.319782842187998,1,3
billboard_888,-2,9.742260408821604,7,3
billboard_120,0,14.566547442668917,75,3
billboard_120,1,15.483344202120271,28,3
billboard_120,2,7.300456878182494,14,3
billboard_120,3,17.09435589799107,85,3
billboard_120,4,5.135731998741887,6,3
billboard_120,-1,5.135731998741887,6,3
billboard_120,-2,11.916087283940929,5,3
casd_46,0,6.444494557916506,5,3
casd_46,1,11.75739451590428,30,3
casd_46,2,11.830978703172057,6,3
casd_46,3,12.298796863133324,75,3
casd_46,4,10.461909279803308,30,3
casd_46,5,13.483199569471711,75,3
casd_46,6,11.527664084236712,73,3
casd_46,7,13.223463544374207,16,3
casd_46,8,13.900872093019645,2,3
casd_46,-1,6.444494557916506,5,3
casd_46,-2,11.658752579003526,7,3
casd_47,0,7.065537436231056,5,3
casd_47,1,15.613865830828559,2,3
casd_47,2,15.015489426291058,4,3
casd_47,3,14.415824390774068,1,3
casd_47,-1,7.065537436231056,5,3
casd_47,-2,13.027679271031184,4,3
billboard_119,0,15.67468023519536,75,3
billboard_119,1,16.855721250729175,6,3
billboard_119,2,15.007053434778351,49,3
